BRAND,SERIES,DETAIL_PICTURE,ARTICLE,BARCODE,NAME,ЦЕНА,AGE,COUNTRY,MATERIAL,PACK,WEIGHT,SIZE,GENRES,DESCRIPTION,SUPPLIER,PICTURES,YEAR
,,,M042,6912802142854,M042  Дракон и всадник (8/15),396.00,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/-9wo-_lJpudn9,
,,,M043 ,6912802143653,M043 Коала (2/60),111.38,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/PQw_A6IXpudnu,
,,,M044,6912802143905,M044 Лягушка (2/60),111.38,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/0oasQmXApuds6,
,,,M047,6937890511450,M047 Ежик (2/60),123.75,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/3A_N7Enspudsz,
,,,M048,6937890511467,M048 Кот Баюн (6/20),371.25,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/LeZOSagHpudu4,
,,,MA1001,6912802090018,MA1001  Верблюд (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/pZ3GHB3qpudvs,
,,,MA1003,6912802090032,MA1003  Жираф (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/RrJV0GLKpudwx,
,,,MA1006,6912802090056,MA1006  Тукан (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/elBCb47dpudy2,
,,,MA1007,6912802090063,MA1007  Крокодил (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/v_8hZ1mbpudzF,
,,,MA1010,6912802090087,MA1010  Тигр (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Ko0mc4uvpue2M,
,,,MA1011,6912802090094,MA1011  Лошадь (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/IG5ebNTrpue3U,
,,,MA1012,6912802090100,MA1012  Кролик (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/x7vXcJRzpue4D,
,,,MA1013,6912802090117,MA1013  Баран (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/g8Qn01wApue4u,
,,,MA1014,6912802090124,MA1014  Петух (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/cNDsLB-Jpue63,
,,,MA1015,6912802090131,MA1015  Корова (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/s8o4bjXvpue6q,
,,,MA1016,6912802090148,MA1016  Свинья (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/7YbBshvdpue7k,
,,,MA1019,6912802090179,MA1019  Носорог (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/MwSxyJ8Gpue8Z,
,,,MA1020,6912802090186,MA1020  Дельфин (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/E_vilxdHpue9n,
,,,MA1022,6912802143597,MA1022 Стол (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/lXwzd0awpueAm,
,,,MA1023,6912802143608,MA1023 Качалка (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/YOkSHK-QpueBp,
,,,MA1024,6912802143615,MA1024 Стул (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/N3FR6_qkpueCu,
,,,MA1026,6912802143714,MA1026 Кресло (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/VBbNbF3PpueE3,
,,,MA1027,6912802090193,MA1027  Автомобиль (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/7dHRuR2vpueFC,
,,,MA1028,6912802090209,MA1028  Велосипед (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/BLnDlPrppueGM,
,,,MA1029,6912802090216,MA1029  Гидроаэроплан (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/6ywsnRbVpueHA,
,,,MA1030,6912802090223,MA1030  Скутер (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/QXIn2sTdpueJm,
,,,MA1031,6912802090230,MA1031  Вертолет (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/O86BFf7ipueKn,
,,,MA1032,6912802090247,MA1032  Самолет (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/kk60RZu0pueLX,
,,,MA1033,6912802090254,MA1033  Слон  (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/xLKZCIr5pueMN,
,,,MA1034,6912802090261,MA1034  Черепаха (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/hfC9PDOhpueN9,
,,,MA1044,6912802090339,MA1044  Лебедь (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/1y7OKVuOpuePE,
,,,MA1045,6912802090346,MA1045  Краб (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/GqQB-0HTpzXUg,
,,,MA1046,6912802090353,MA1046  Муравей (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/00ASn-6bpzXVb,
,,,MA1047,6912802090360,MA1047  Бабочка (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/QIKdisc9pzXVy,
,,,MA1048,6912802090377,MA1048  Скорпион (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/OhDdtU2upzXWE,
,,,MA1049,6912802141567,MA1049  Лягушка (12/240),24.75,от 3 лет,Китай,ДЕРЕВО,,,"12,0 х 0,3 х 7,5",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/BPLXeEzMpzXWi,
,,,MC001,,MC001  Мышь (2/60),128.70,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/K2EUFBi6pzXXF,
,,,MC002,6912802142892,MC002  Бык (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/QR-B_cP3pzXXo,
,,,MC003,6912802141802,MC003  Тигр (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/1lIQ-HEppzXYE,
,,,MC006,6912802142229,MC006 Змея (2/60),128.70,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/xAECt2lgpzXYt,
,,,MC009,6912802142908,MC009  Обезьяна (3/40),193.05,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/5hhBkTQJpzXZR,
,,,MC010,6912802141741,MC010  Петух (3/40),193.05,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/9ZIOa60-pzXZu,
,,,MC012,6912802142915,MC012  Свинья (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/hzK2xZhVq4xEj,
,,,MC013,6912802143363,MC013  Крокодил (3/40),193.05,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/5pwcgzHtpzXar,
,,,MC014,6912802142014,MC014  Павлин (3/40),193.05,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/907Rp38epzXbZ,
,,,MC016,6912802142236,MC016  Слон (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/m8nptlvcpzXcE,
,,,MC020,6912802141758,MC020  Жираф (3/40),193.05,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/k_CarGf8pzXce,
,,,MC023,6912802142922,MC023  Белый медведь (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/6z4t5_xzpzXd9,
,,,MC024,6912802142939,MC024  Волк (3/40),193.05,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Pz3HmClVpzXdZ,
,,,MC028,6912802141666,MC028  Лев (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/wXlAmmbhpzXeJ,
,,,MC030,6912802141949,MC030  Пингвин (2/60),128.70,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/xwnBowgnpzXet,
,,,MC031,6912802142038,MC031  Олень (3/40),193.05,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/1MBEaHvKpzXf7,
,,,MC033,6912802141819,MC033  Феникс (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/QIIlFBmcpzXfZ,
,,,MC037,6912802142946,MC037  Белка (2/60),128.70,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/IPoBcpLjpzXg8,
,,,MC040,,MC040  Килин (8/15),514.80,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/DNLnwJgUpzXgn,
,,,P001,6912802040013,P001  Вертолет (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/qhozRaBmpzXhj,
,,,P002,6912802040020,P002  Аэроплан (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/EQzCA1hYpzXiU,
,,,P003,6912802040037,P003  Самолет-амфибия (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/da6tF13gpzXiz,
,,,P004,6912802040044,P004  Автомобиль Роллинг (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/_2bnRg3xpzXjb,
,,,P005,6912802040259,P005  Паровоз (3/40),148.50,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/ejntQpyYpzXk5,
,,,P007,6912802040051,P007  Вертолет (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/wMs56c1HpzXkU,
,,,P008,6937890501123,P008   Мебель (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/aDP1IM7CpzXmE,
,,,P009,6937890501130,"P009   Часы, лампа и камин (2/60)",99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/uFm1Fs5CpzXmg,
,,,P010,6937890501147,P010   Детская спальная (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/fNoBhr12pzXmy,
,,,P011,6912802040082,P011 Гостиная (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/2da1xE2apzXnT,
,,,P012,6912802040105,P012  Велосипед (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Lyw5UBL1pzXo2,
,,,P013,6912802040365,P013  Ретромобиль (4/30),198.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/gEwdmtkvpzXoV,
,,,P014,6912802040372,P014  Экскалибур (4/30),198.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/_3Bqz5O9pzXrN,
,,,P015,6912802040389,P015  Паккард (4/30),198.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/G0vWy1k0pzXsB,
,,,P015A,6937890510231,P015A  Паккард малый (2/60),111.38,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/NY57GCPIpzXsS,
,,,P016,6937890516042,P016  Старинный автомобиль (4/30),198.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/1AeDBMWgpzXt4,
,,,P017,6912802040402,P017  Автомобиль Самбим (4/30),198.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Hyu8dCtppzXtV,
,,,P018,6937890516066,P018  Автомобиль Обурн (4/30),198.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/YaBTf54SpzXu5,
,,,P018A,6937890510224,P018A  Автомобиль Обурн малый (2/60),111.38,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/YaBTf54SpzXu5,
